StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2026-03-16T11:30:00Z,APXMIDP,2026-03-16,24,119.64,3039.200
2026-03-16T11:30:00Z,N2EXMIDP,2026-03-16,24,0.00,0.000
2026-03-16T11:00:00Z,APXMIDP,2026-03-16,23,119.22,3297.350
2026-03-16T11:00:00Z,N2EXMIDP,2026-03-16,23,0.00,0.000
2026-03-16T10:30:00Z,APXMIDP,2026-03-16,22,121.01,3156.250
2026-03-16T10:30:00Z,N2EXMIDP,2026-03-16,22,0.00,0.000
2026-03-16T10:00:00Z,APXMIDP,2026-03-16,21,124.60,2814.100
2026-03-16T10:00:00Z,N2EXMIDP,2026-03-16,21,0.00,0.000
2026-03-16T09:30:00Z,APXMIDP,2026-03-16,20,125.76,2292.350
2026-03-16T09:30:00Z,N2EXMIDP,2026-03-16,20,0.00,0.000
2026-03-16T09:00:00Z,APXMIDP,2026-03-16,19,126.57,2494.650
2026-03-16T09:00:00Z,N2EXMIDP,2026-03-16,19,0.00,0.000
2026-03-16T08:30:00Z,APXMIDP,2026-03-16,18,126.14,2241.950
2026-03-16T08:30:00Z,N2EXMIDP,2026-03-16,18,0.00,0.000
2026-03-16T08:00:00Z,APXMIDP,2026-03-16,17,128.13,2528.750
2026-03-16T08:00:00Z,N2EXMIDP,2026-03-16,17,0.00,0.000
2026-03-16T07:30:00Z,APXMIDP,2026-03-16,16,129.70,2690.350
2026-03-16T07:30:00Z,N2EXMIDP,2026-03-16,16,0.00,0.000
2026-03-16T07:00:00Z,APXMIDP,2026-03-16,15,126.16,2294.400
2026-03-16T07:00:00Z,N2EXMIDP,2026-03-16,15,0.00,0.000
2026-03-16T06:30:00Z,APXMIDP,2026-03-16,14,120.63,2024.450
2026-03-16T06:30:00Z,N2EXMIDP,2026-03-16,14,0.00,0.000
2026-03-16T06:00:00Z,APXMIDP,2026-03-16,13,103.98,2200.400
2026-03-16T06:00:00Z,N2EXMIDP,2026-03-16,13,0.00,0.000
2026-03-16T05:30:00Z,APXMIDP,2026-03-16,12,99.95,1702.850
2026-03-16T05:30:00Z,N2EXMIDP,2026-03-16,12,0.00,0.000
2026-03-16T05:00:00Z,APXMIDP,2026-03-16,11,89.46,1568.400
2026-03-16T05:00:00Z,N2EXMIDP,2026-03-16,11,0.00,0.000
2026-03-16T04:30:00Z,APXMIDP,2026-03-16,10,61.93,2216.200
2026-03-16T04:30:00Z,N2EXMIDP,2026-03-16,10,0.00,0.000
2026-03-16T04:00:00Z,APXMIDP,2026-03-16,9,62.15,2278.400
2026-03-16T04:00:00Z,N2EXMIDP,2026-03-16,9,0.00,0.000
2026-03-16T03:30:00Z,APXMIDP,2026-03-16,8,54.34,2200.050
2026-03-16T03:30:00Z,N2EXMIDP,2026-03-16,8,0.00,0.000
2026-03-16T03:00:00Z,APXMIDP,2026-03-16,7,55.81,2404.100
2026-03-16T03:00:00Z,N2EXMIDP,2026-03-16,7,0.00,0.000
2026-03-16T02:30:00Z,APXMIDP,2026-03-16,6,44.37,2562.050
2026-03-16T02:30:00Z,N2EXMIDP,2026-03-16,6,0.00,0.000
2026-03-16T02:00:00Z,APXMIDP,2026-03-16,5,50.57,2354.850
2026-03-16T02:00:00Z,N2EXMIDP,2026-03-16,5,0.00,0.000
2026-03-16T01:30:00Z,APXMIDP,2026-03-16,4,37.31,2238.000
2026-03-16T01:30:00Z,N2EXMIDP,2026-03-16,4,0.00,0.000
2026-03-16T01:00:00Z,APXMIDP,2026-03-16,3,31.62,1982.350
