StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2026-04-09T11:30:00Z,APXMIDP,2026-04-09,26,107.46,3288.150
2026-04-09T11:30:00Z,N2EXMIDP,2026-04-09,26,0.00,0.000
2026-04-09T11:00:00Z,APXMIDP,2026-04-09,25,111.26,3288.700
2026-04-09T11:00:00Z,N2EXMIDP,2026-04-09,25,0.00,0.000
2026-04-09T10:30:00Z,APXMIDP,2026-04-09,24,109.88,3328.050
2026-04-09T10:30:00Z,N2EXMIDP,2026-04-09,24,0.00,0.000
2026-04-09T10:00:00Z,APXMIDP,2026-04-09,23,108.92,3631.800
2026-04-09T10:00:00Z,N2EXMIDP,2026-04-09,23,0.00,0.000
2026-04-09T09:30:00Z,APXMIDP,2026-04-09,22,106.62,4266.100
2026-04-09T09:30:00Z,N2EXMIDP,2026-04-09,22,0.00,0.000
2026-04-09T09:00:00Z,APXMIDP,2026-04-09,21,103.59,4403.600
2026-04-09T09:00:00Z,N2EXMIDP,2026-04-09,21,0.00,0.000
2026-04-09T08:30:00Z,APXMIDP,2026-04-09,20,104.17,4881.300
2026-04-09T08:30:00Z,N2EXMIDP,2026-04-09,20,0.00,0.000
2026-04-09T08:00:00Z,APXMIDP,2026-04-09,19,104.78,4651.050
2026-04-09T08:00:00Z,N2EXMIDP,2026-04-09,19,0.00,0.000
2026-04-09T07:30:00Z,APXMIDP,2026-04-09,18,98.40,3664.200
2026-04-09T07:30:00Z,N2EXMIDP,2026-04-09,18,0.00,0.000
2026-04-09T07:00:00Z,APXMIDP,2026-04-09,17,102.14,3141.200
2026-04-09T07:00:00Z,N2EXMIDP,2026-04-09,17,0.00,0.000
2026-04-09T06:30:00Z,APXMIDP,2026-04-09,16,110.79,3089.300
2026-04-09T06:30:00Z,N2EXMIDP,2026-04-09,16,0.00,0.000
2026-04-09T06:00:00Z,APXMIDP,2026-04-09,15,113.71,3392.600
2026-04-09T06:00:00Z,N2EXMIDP,2026-04-09,15,0.00,0.000
2026-04-09T05:30:00Z,APXMIDP,2026-04-09,14,118.26,2920.900
2026-04-09T05:30:00Z,N2EXMIDP,2026-04-09,14,0.00,0.000
2026-04-09T05:00:00Z,APXMIDP,2026-04-09,13,112.16,2983.900
2026-04-09T05:00:00Z,N2EXMIDP,2026-04-09,13,0.00,0.000
2026-04-09T04:30:00Z,APXMIDP,2026-04-09,12,105.38,2391.550
2026-04-09T04:30:00Z,N2EXMIDP,2026-04-09,12,0.00,0.000
2026-04-09T04:00:00Z,APXMIDP,2026-04-09,11,107.45,2197.650
2026-04-09T04:00:00Z,N2EXMIDP,2026-04-09,11,0.00,0.000
2026-04-09T03:30:00Z,APXMIDP,2026-04-09,10,89.30,1955.150
2026-04-09T03:30:00Z,N2EXMIDP,2026-04-09,10,0.00,0.000
2026-04-09T03:00:00Z,APXMIDP,2026-04-09,9,87.92,2018.050
2026-04-09T03:00:00Z,N2EXMIDP,2026-04-09,9,0.00,0.000
2026-04-09T02:30:00Z,APXMIDP,2026-04-09,8,80.30,1777.200
2026-04-09T02:30:00Z,N2EXMIDP,2026-04-09,8,0.00,0.000
2026-04-09T02:00:00Z,APXMIDP,2026-04-09,7,81.78,1606.250
2026-04-09T02:00:00Z,N2EXMIDP,2026-04-09,7,0.00,0.000
2026-04-09T01:30:00Z,APXMIDP,2026-04-09,6,83.07,2594.750
2026-04-09T01:30:00Z,N2EXMIDP,2026-04-09,6,0.00,0.000
2026-04-09T01:00:00Z,APXMIDP,2026-04-09,5,84.58,2525.550
2026-04-09T01:00:00Z,N2EXMIDP,2026-04-09,5,0.00,0.000
2026-04-09T00:30:00Z,APXMIDP,2026-04-09,4,82.24,2070.600
2026-04-09T00:30:00Z,N2EXMIDP,2026-04-09,4,0.00,0.000
2026-04-09T00:00:00Z,APXMIDP,2026-04-09,3,81.76,2128.300
2026-04-09T00:00:00Z,N2EXMIDP,2026-04-09,3,0.00,0.000
2026-04-08T23:30:00Z,APXMIDP,2026-04-09,2,82.39,1817.400
2026-04-08T23:30:00Z,N2EXMIDP,2026-04-09,2,0.00,0.000
2026-04-08T23:00:00Z,APXMIDP,2026-04-09,1,84.61,1779.950
2026-04-08T23:00:00Z,N2EXMIDP,2026-04-09,1,0.00,0.000
2026-04-08T22:30:00Z,APXMIDP,2026-04-08,48,87.41,2138.800
2026-04-08T22:30:00Z,N2EXMIDP,2026-04-08,48,0.00,0.000
2026-04-08T22:00:00Z,APXMIDP,2026-04-08,47,82.73,1632.350
2026-04-08T22:00:00Z,N2EXMIDP,2026-04-08,47,0.00,0.000
2026-04-08T21:30:00Z,APXMIDP,2026-04-08,46,95.60,4185.000
2026-04-08T21:30:00Z,N2EXMIDP,2026-04-08,46,0.00,0.000
2026-04-08T21:00:00Z,APXMIDP,2026-04-08,45,96.29,3553.600
2026-04-08T21:00:00Z,N2EXMIDP,2026-04-08,45,0.00,0.000
2026-04-08T20:30:00Z,APXMIDP,2026-04-08,44,97.74,3082.100
2026-04-08T20:30:00Z,N2EXMIDP,2026-04-08,44,0.00,0.000
2026-04-08T20:00:00Z,APXMIDP,2026-04-08,43,106.38,3520.000
2026-04-08T20:00:00Z,N2EXMIDP,2026-04-08,43,0.00,0.000
2026-04-08T19:30:00Z,APXMIDP,2026-04-08,42,119.79,4029.700
2026-04-08T19:30:00Z,N2EXMIDP,2026-04-08,42,0.00,0.000
2026-04-08T19:00:00Z,APXMIDP,2026-04-08,41,125.04,4760.700
2026-04-08T19:00:00Z,N2EXMIDP,2026-04-08,41,0.00,0.000
2026-04-08T18:30:00Z,APXMIDP,2026-04-08,40,129.69,4502.800
2026-04-08T18:30:00Z,N2EXMIDP,2026-04-08,40,0.00,0.000
2026-04-08T18:00:00Z,APXMIDP,2026-04-08,39,137.30,4603.100
2026-04-08T18:00:00Z,N2EXMIDP,2026-04-08,39,0.00,0.000
2026-04-08T17:30:00Z,APXMIDP,2026-04-08,38,135.12,4274.200
2026-04-08T17:30:00Z,N2EXMIDP,2026-04-08,38,0.00,0.000
2026-04-08T17:00:00Z,APXMIDP,2026-04-08,37,134.41,4035.750
2026-04-08T17:00:00Z,N2EXMIDP,2026-04-08,37,0.00,0.000
2026-04-08T16:30:00Z,APXMIDP,2026-04-08,36,120.72,3676.700
2026-04-08T16:30:00Z,N2EXMIDP,2026-04-08,36,0.00,0.000
2026-04-08T16:00:00Z,APXMIDP,2026-04-08,35,111.48,4002.300
2026-04-08T16:00:00Z,N2EXMIDP,2026-04-08,35,0.00,0.000
2026-04-08T15:30:00Z,APXMIDP,2026-04-08,34,94.02,3803.800
2026-04-08T15:30:00Z,N2EXMIDP,2026-04-08,34,0.00,0.000
2026-04-08T15:00:00Z,APXMIDP,2026-04-08,33,91.14,3476.800
2026-04-08T15:00:00Z,N2EXMIDP,2026-04-08,33,0.00,0.000
2026-04-08T14:30:00Z,APXMIDP,2026-04-08,32,87.78,3433.050
2026-04-08T14:30:00Z,N2EXMIDP,2026-04-08,32,0.00,0.000
2026-04-08T14:00:00Z,APXMIDP,2026-04-08,31,85.84,3200.800
2026-04-08T14:00:00Z,N2EXMIDP,2026-04-08,31,0.00,0.000
2026-04-08T13:30:00Z,APXMIDP,2026-04-08,30,82.97,4259.000
2026-04-08T13:30:00Z,N2EXMIDP,2026-04-08,30,0.00,0.000
2026-04-08T13:00:00Z,APXMIDP,2026-04-08,29,81.93,3617.200
2026-04-08T13:00:00Z,N2EXMIDP,2026-04-08,29,0.00,0.000
2026-04-08T12:30:00Z,APXMIDP,2026-04-08,28,81.93,3468.300
2026-04-08T12:30:00Z,N2EXMIDP,2026-04-08,28,0.00,0.000
2026-04-08T12:00:00Z,APXMIDP,2026-04-08,27,88.40,3715.350
2026-04-08T12:00:00Z,N2EXMIDP,2026-04-08,27,0.00,0.000
2026-04-08T11:30:00Z,APXMIDP,2026-04-08,26,85.59,2644.850
2026-04-08T11:30:00Z,N2EXMIDP,2026-04-08,26,0.00,0.000
2026-04-08T11:00:00Z,APXMIDP,2026-04-08,25,87.98,2940.650
2026-04-08T11:00:00Z,N2EXMIDP,2026-04-08,25,0.00,0.000
2026-04-08T10:30:00Z,APXMIDP,2026-04-08,24,92.60,3122.000
2026-04-08T10:30:00Z,N2EXMIDP,2026-04-08,24,0.00,0.000
2026-04-08T10:00:00Z,APXMIDP,2026-04-08,23,100.76,2900.850
2026-04-08T10:00:00Z,N2EXMIDP,2026-04-08,23,0.00,0.000
2026-04-08T09:30:00Z,APXMIDP,2026-04-08,22,110.92,3326.100
2026-04-08T09:30:00Z,N2EXMIDP,2026-04-08,22,0.00,0.000
2026-04-08T09:00:00Z,APXMIDP,2026-04-08,21,116.02,3159.100
2026-04-08T09:00:00Z,N2EXMIDP,2026-04-08,21,0.00,0.000
2026-04-08T08:30:00Z,APXMIDP,2026-04-08,20,118.05,3130.000
2026-04-08T08:30:00Z,N2EXMIDP,2026-04-08,20,0.00,0.000
2026-04-08T08:00:00Z,APXMIDP,2026-04-08,19,132.70,2466.150
2026-04-08T08:00:00Z,N2EXMIDP,2026-04-08,19,0.00,0.000
2026-04-08T07:30:00Z,APXMIDP,2026-04-08,18,136.87,2256.250
2026-04-08T07:30:00Z,N2EXMIDP,2026-04-08,18,0.00,0.000
2026-04-08T07:00:00Z,APXMIDP,2026-04-08,17,141.00,1884.500
2026-04-08T07:00:00Z,N2EXMIDP,2026-04-08,17,0.00,0.000
2026-04-08T06:30:00Z,APXMIDP,2026-04-08,16,139.43,2064.100
2026-04-08T06:30:00Z,N2EXMIDP,2026-04-08,16,0.00,0.000
