"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-01-23",11,23488,27549,22259,3772,6606,0,22363,0,398,5813,1050,674,-927,-301,-337,-954,-30,495,1423,-514
"2026-01-23",12,24216,27794,22952,3833,6606,0,22363,0,87,5596,988,648,-926,-301,-192,-980,-2,465,1423,-490
"2026-01-23",13,26426,29600,24933,3873,6606,0,22363,0,14,5468,947,466,-964,-268,-196,-767,24,504,1383,-365
"2026-01-23",14,28581,31931,26908,3912,6606,0,22363,0,11,5436,941,461,-938,-295,-348,-759,51,516,1380,-399
"2026-01-23",15,31097,34055,29245,3993,6606,0,22363,0,77,4848,830,708,-152,-429,-492,-700,358,864,1417,-508
"2026-01-23",16,32918,35945,30876,4073,6606,0,22363,0,116,4790,815,732,-118,-450,-531,-698,426,888,1420,-514
"2026-01-23",17,34471,37024,32109,4175,6606,19,22363,0,8,4290,1087,975,240,-450,-531,-450,800,964,1420,-514
"2026-01-23",18,35102,37666,32669,4276,6606,186,22363,0,54,4101,1124,991,287,-450,-531,-415,876,970,1420,-514
"2026-01-23",19,35947,38091,33419,4372,6606,468,22363,0,76,3808,1405,965,1026,-450,-504,491,1249,969,1420,-514
"2026-01-23",20,36013,37952,33459,4467,6606,951,22363,0,9,3758,1443,963,1058,-450,-366,551,1302,969,1420,-514
"2026-01-23",21,35886,37673,33335,4471,6606,1667,22363,0,9,3692,1430,968,1058,-450,-214,369,1386,957,1420,-514
"2026-01-23",22,35995,37542,33440,4474,6606,1669,22363,0,9,3859,1428,968,1059,-362,-62,360,1397,956,1410,-514
"2026-01-23",23,35653,37022,33181,4544,6606,1648,22363,0,10,4026,1453,954,1047,-259,65,-55,1397,967,1018,-445
"2026-01-23",24,35464,36546,33031,4613,6606,1715,22363,0,10,4232,1456,955,1047,-112,46,-66,1397,970,991,-294
"2026-01-23",25,35793,36642,33393,4601,6606,1690,22363,0,9,4268,1498,990,1058,-98,0,505,1397,996,991,-142
"2026-01-23",26,35875,36558,33427,4589,6606,1948,22363,0,9,4202,1504,992,1058,-10,0,533,1397,998,998,-64
"2026-01-23",27,35644,36256,33178,4550,6606,2045,22363,0,9,4090,1503,991,1049,0,0,713,1397,998,1278,-3
"2026-01-23",28,35485,36097,32926,4511,6606,1639,22363,0,12,4019,1503,992,1049,0,0,713,1394,998,1301,44
"2026-01-23",29,35291,35900,32716,4485,6606,1240,22363,0,9,4043,1503,992,806,0,0,130,1357,999,1413,88
"2026-01-23",30,35316,35926,32772,4459,6606,908,22363,0,10,4407,1504,992,792,0,0,100,1346,998,1421,214
"2026-01-23",31,35446,36198,32857,4467,6606,537,22363,0,9,4844,1444,978,292,0,0,-143,1261,984,1421,188
"2026-01-23",32,35960,36725,33320,4475,6606,318,22363,0,13,5026,1435,977,263,37,0,-152,1240,983,1421,179
"2026-01-23",33,36639,37560,33902,4495,6606,86,22363,0,9,5041,1381,964,-119,-23,0,-170,1108,971,1421,38
"2026-01-23",34,37762,38875,34967,4514,6606,0,22363,0,9,5242,1372,955,-129,-141,0,-166,1112,962,1421,-68
"2026-01-23",35,38909,39764,35999,4543,6606,0,22363,0,9,5327,866,646,631,-95,0,346,1366,709,1421,-151
"2026-01-23",36,38967,39857,36105,4572,6606,0,22363,0,9,5281,797,619,759,-139,0,369,1397,689,1421,-142
"2026-01-23",37,38508,39400,35726,4567,6606,0,22363,0,9,5492,951,403,999,-123,0,593,1397,516,1421,-160
"2026-01-23",38,37834,38531,35173,4561,6606,0,22363,0,9,5470,972,393,1009,-61,0,601,1397,506,1421,-27
"2026-01-23",39,36942,37602,34464,4534,6606,0,22363,0,13,5378,1025,546,1006,-47,0,798,1397,578,1421,68
"2026-01-23",40,36024,36634,33624,4507,6606,0,22363,0,10,5457,1032,553,1007,41,0,801,1397,581,1421,189
"2026-01-23",41,34774,35384,32500,4518,6606,0,22363,0,10,5412,771,449,722,1,0,338,1397,521,1421,200
"2026-01-23",42,33407,34055,31189,4528,6606,0,22363,0,10,5387,736,435,710,-38,0,317,1392,506,1421,181
"2026-01-23",43,31842,32533,29792,4471,6606,0,22363,0,91,5388,331,185,476,56,0,341,1329,125,1421,200
"2026-01-23",44,30526,31292,28615,4414,6606,0,22363,0,166,5384,277,164,467,11,0,342,1291,101,1421,200
"2026-01-23",45,28610,29410,26933,4417,6606,0,22363,0,200,5333,37,6,252,0,0,79,919,77,1421,200
"2026-01-23",46,27698,28596,26163,4420,6606,0,22363,0,295,5497,6,-3,240,0,0,69,843,77,1420,200
"2026-01-23",47,25985,27690,24509,4352,6606,0,22363,0,659,5466,145,38,-217,68,-52,-177,469,98,1360,200
"2026-01-23",48,25232,27422,23736,4283,6606,0,22363,0,1157,5308,164,48,-238,189,-9,-186,395,105,1354,200
"2026-01-24",1,25649,27972,24123,4227,6606,0,22363,0,1176,5086,604,312,-365,200,0,-182,40,318,1318,200
"2026-01-24",2,25919,28162,24387,4170,6606,0,22363,0,1088,4850,663,334,-369,200,0,-182,-4,337,1314,200
"2026-01-24",3,25785,28233,24221,4134,6606,0,22363,0,1229,4686,905,486,-494,200,0,-121,-4,541,1246,200
"2026-01-24",4,25054,27500,23522,4098,6606,0,22363,0,1190,4753,938,508,-501,200,0,-120,-35,564,1237,195
"2026-01-24",5,24531,28019,23065,4112,6606,0,22363,0,1177,4794,1391,927,-853,200,0,-446,-412,923,1186,89
"2026-01-24",6,23899,27417,22571,4126,6606,0,22363,0,1108,4834,1452,956,-868,200,0,-458,-484,947,1176,87
"2026-01-24",7,23348,27331,22165,4130,6606,0,22363,0,1093,5296,1502,990,-1066,200,0,-420,-804,995,1017,12
"2026-01-24",8,22598,26617,21435,4134,6606,0,22363,0,1108,5307,1508,985,-1074,200,0,-419,-818,989,1004,97
"2026-01-24",9,22019,25979,20908,4100,6606,0,22363,0,1097,5445,1060,726,-1054,200,0,-711,-498,681,1003,129
"2026-01-24",10,21854,25746,20748,4066,6606,0,22363,0,1088,5576,1000,695,-1054,200,0,-722,-428,650,997,182
"2026-01-24",11,21725,25405,20587,4074,6606,0,22363,0,1081,5493,721,272,-1074,200,0,-874,-51,266,874,200
"2026-01-24",12,21744,25378,20536,4082,6606,0,22363,0,1077,5208,683,241,-1074,200,0,-879,-4,240,866,200
"2026-01-24",13,22862,26193,21454,4126,6606,0,22363,0,768,4915,533,178,-1044,200,0,-914,-5,206,913,200
"2026-01-24",14,23827,26698,22393,4169,6606,0,22363,0,326,4897,512,173,-1030,200,0,-915,13,207,911,190
"2026-01-24",15,25129,27058,23728,4157,6606,0,22363,0,173,4893,564,141,-269,200,0,-887,224,328,690,193
"2026-01-24",16,26182,28050,24748,4144,6606,0,22363,0,169,5049,571,147,-216,199,0,-883,266,338,687,82
"2026-01-24",17,27668,28928,26059,4092,6606,97,22363,0,169,4799,648,409,95,109,0,-458,464,413,1123,-33
"2026-01-24",18,28613,30028,26856,4039,6606,651,22363,0,169,4851,661,438,102,-40,0,-431,477,426,1141,-175
"2026-01-24",19,29388,30564,27392,4074,6606,1704,22363,0,16,4569,1174,822,639,-190,-45,187,335,692,660,-325
"2026-01-24",20,29584,30929,27433,4109,6606,2789,22363,0,13,4781,1245,848,729,-260,-2,217,330,714,628,-470
"2026-01-24",21,29921,31393,27664,4115,6606,3428,22363,0,13,4645,1313,839,692,-345,0,417,493,878,741,-514
"2026-01-24",22,29717,31301,27417,4120,6606,4046,22363,0,10,4713,1322,837,691,-448,0,424,530,875,750,-526
"2026-01-24",23,29542,31182,27231,4116,6606,4372,22363,0,10,4758,1151,786,909,-452,-64,578,736,428,771,-514
"2026-01-24",24,29270,30993,26961,4111,6606,4468,22363,0,10,5000,1128,788,918,-383,-216,583,740,416,766,-514
"2026-01-24",25,29446,31200,27123,4126,6606,4660,22363,0,10,5165,1461,978,1010,-263,-367,767,478,962,433,-514
"2026-01-24",26,29273,31154,26926,4140,6606,4997,22363,0,10,5200,1507,992,1013,-252,-505,774,416,998,415,-514
"2026-01-24",27,29283,31189,26964,4106,6606,4436,22363,0,10,5119,1507,992,1054,-251,-531,1007,42,997,648,-514
"2026-01-24",28,29726,31641,27322,4071,6606,3718,22363,0,13,4832,1507,992,1047,-252,-531,1015,-5,997,657,-514
"2026-01-24",29,29848,31683,27454,4089,6606,2954,22363,0,15,4863,1505,992,420,-251,-451,690,-4,998,385,-514
"2026-01-24",30,30498,32202,28147,4107,6606,2239,22363,0,15,4950,1506,992,370,-251,-311,654,-13,997,354,-514
"2026-01-24",31,30968,33471,28630,4119,6606,1111,22363,0,15,5263,1507,992,-549,-251,-201,-210,-124,998,-39,-514
"2026-01-24",32,31595,34337,29209,4131,6606,368,22363,0,15,5072,1507,992,-644,-251,-262,-264,-129,998,-63,-514
"2026-01-24",33,33197,35374,30769,4166,6606,48,22363,0,13,5099,1507,992,-587,-300,-144,51,-19,998,29,-514
"2026-01-24",34,34744,37061,32215,4200,6606,0,22363,0,13,5113,1507,992,-548,-431,-206,63,-5,998,47,-514
"2026-01-24",35,36107,38035,33383,4290,6606,0,22363,0,13,5117,1507,983,324,-452,-345,2,-5,998,468,-513
"2026-01-24",36,36221,38282,33489,4379,6606,0,22363,0,13,5326,1508,979,363,-452,-482,0,26,994,504,-514
"2026-01-24",37,36153,38221,33545,4447,6606,0,22363,0,11,5393,1265,859,678,-452,-491,29,400,815,780,-514
"2026-01-24",38,35458,37568,33004,4515,6606,0,22363,0,13,5357,1233,852,691,-452,-531,31,432,808,801,-514
"2026-01-24",39,34452,36564,32171,4544,6606,0,22363,0,15,5429,1406,894,666,-452,-531,332,259,927,876,-514
"2026-01-24",40,33304,35367,31089,4572,6606,0,22363,0,13,5399,1428,896,665,-452,-485,343,237,933,882,-513
"2026-01-24",41,32388,34318,30239,4601,6606,0,22363,0,9,5480,1364,865,462,-452,-355,13,233,895,902,-514
"2026-01-24",42,31310,33202,29186,4630,6606,0,22363,0,9,5484,1354,847,454,-451,-312,-6,247,878,902,-514
"2026-01-24",43,29992,32308,28005,4652,6606,0,22363,0,26,5236,724,292,264,-451,-173,-535,424,406,863,-531
"2026-01-24",44,29081,31555,27189,4674,6606,0,22363,0,130,5243,637,249,256,-452,-218,-560,416,370,853,-514
"2026-01-24",45,27345,30201,25650,4683,6606,0,22363,0,130,5439,291,64,158,-452,-300,-861,42,140,595,-513
"2026-01-24",46,25944,28823,24356,4692,6606,0,22363,0,130,5495,243,49,153,-451,-301,-873,-11,123,556,-513
"2026-01-24",47,24788,28385,23265,4611,6606,0,22363,0,129,5545,181,-14,-646,-383,-368,-610,-98,55,-235,-514
"2026-01-24",48,24507,28227,23025,4530,6606,0,22364,0,130,5517,172,-17,-778,-302,-363,-600,-101,57,-303,-526
"2026-01-25",1,24567,28370,22993,4430,6606,0,22364,0,130,5418,301,46,-648,-301,-337,-506,-15,252,-753,-513
"2026-01-25",2,25349,29080,23769,4330,6606,0,22364,0,133,5444,318,53,-643,-302,-252,-502,-5,267,-780,-514
"2026-01-25",3,24904,28682,23422,4260,6606,0,22364,0,131,5223,876,157,-641,-302,-368,-579,-12,341,-631,-514
"2026-01-25",4,24367,28525,23078,4189,6606,0,22364,0,397,5301,951,174,-641,-302,-453,-582,-43,347,-627,-513
"2026-01-25",5,23492,28898,22393,4129,6606,0,22364,0,698,5412,1049,523,-793,-301,-501,-691,-420,380,-888,-514
"2026-01-25",6,23070,28620,22047,4069,6606,0,22364,0,714,5517,1062,550,-799,-302,-531,-695,-488,386,-907,-514
"2026-01-25",7,22451,28181,21399,4022,6606,0,22364,0,725,5460,1124,672,-794,-302,-531,-563,-748,503,-954,-513
"2026-01-25",8,22145,27933,21126,3974,6606,0,22364,0,749,5316,1133,677,-794,-302,-531,-558,-784,518,-956,-514
"2026-01-25",9,21661,27796,20611,3944,6606,0,22364,0,942,5651,1155,579,-868,-301,-531,-669,-829,789,-882,-513
"2026-01-25",10,21352,27464,20379,3913,6606,0,22364,0,912,5847,1159,573,-870,-302,-531,-673,-838,799,-872,-514
"2026-01-25",11,20904,27032,19959,3833,6606,0,22364,0,910,5892,1017,599,-901,-301,-531,-787,-887,564,-698,-513
"2026-01-25",12,21041,26947,20138,3752,6606,0,22364,0,715,5902,999,596,-903,-301,-515,-790,-891,544,-677,-514
"2026-01-25",13,21547,26424,20587,3705,6606,0,22364,0,645,5920,630,413,-671,-302,-387,-560,-869,389,-330,-513
"2026-01-25",14,22310,26660,21260,3657,6606,0,22364,0,348,5885,581,399,-662,-302,-235,-551,-848,373,-305,-499
"2026-01-25",15,23407,26965,22190,3656,6606,0,22364,0,134,5779,730,338,-587,-286,-84,-552,-631,190,-285,-399
"2026-01-25",16,24269,27658,22955,3654,6606,0,22364,0,15,5838,750,337,-584,-295,0,-552,-574,187,-279,-490
"2026-01-25",17,25616,27981,24103,3611,6606,22,22364,0,13,5667,835,461,-414,-195,0,-310,-193,519,-144,-496
"2026-01-25",18,26843,29222,25165,3567,6606,201,22364,0,15,5359,847,471,-393,-303,-3,-300,-120,545,-132,-513
"2026-01-25",19,28420,30096,26496,3490,6606,555,22364,0,17,4841,1288,537,225,-433,-104,17,226,684,-8,-514
"2026-01-25",20,29475,31266,27440,3412,6606,924,22364,0,16,5111,1345,546,253,-450,-211,30,298,697,6,-514
"2026-01-25",21,30792,32439,28624,3351,6606,1202,22364,0,16,4936,1323,715,837,-411,-106,75,671,846,290,-514
"2026-01-25",22,31196,32890,28983,3290,6606,1402,22364,0,16,4919,1320,732,868,-432,-132,77,720,854,329,-514
"2026-01-25",23,31994,33395,29710,3218,6606,1638,22364,0,16,5043,1333,947,1048,-318,-22,139,748,839,995,-445
"2026-01-25",24,32648,33970,30324,3146,6606,1588,22364,0,16,4967,1336,963,1056,-357,0,142,749,843,1042,-349
"2026-01-25",25,33335,34782,30949,3002,6606,1543,22364,0,16,5069,1481,990,1021,-449,-15,144,717,986,1061,-367
"2026-01-25",26,33794,35341,31359,2857,6606,1476,22364,0,16,5128,1501,992,1019,-451,-111,150,696,996,1061,-369
"2026-01-25",27,34476,36078,32033,2746,6606,1459,22364,0,16,5066,1500,992,1031,-451,-176,693,473,996,957,-359
"2026-01-25",28,34649,36281,32071,2634,6606,1140,22364,0,19,4832,1500,992,1020,-451,-138,711,416,996,931,-424
"2026-01-25",29,34281,35925,31676,2562,6606,859,22364,0,13,4776,1502,992,254,-451,-176,110,42,997,240,-404
"2026-01-25",30,34825,36586,32251,2489,6606,600,22364,0,16,4714,1504,992,200,-451,-184,80,-31,998,185,-479
"2026-01-25",31,35501,37760,32816,2436,6606,367,22364,0,16,4725,1505,992,122,-451,-291,118,-367,998,-66,-468
"2026-01-25",32,36379,38829,33596,2383,6606,197,22364,0,16,4559,1505,992,119,-451,-442,120,-395,998,-81,-465
"2026-01-25",33,37544,39805,34608,2293,6606,47,22364,0,14,4215,1504,992,151,-451,-530,227,-220,998,-3,-443
"2026-01-25",34,38398,40672,35336,2202,6606,0,22364,0,13,4053,1504,990,152,-451,-530,231,-168,995,14,-512
"2026-01-25",35,39605,41617,36405,2118,6606,0,22364,0,7,4194,1493,942,103,-450,-468,167,208,900,501,-487
"2026-01-25",36,39465,41492,36251,2034,6606,0,22364,0,5,4192,1491,933,103,-451,-519,164,260,890,543,-452
"2026-01-25",37,38911,40932,35768,1991,6606,0,22364,0,8,4283,1178,722,435,-450,-527,378,319,733,871,-436
"2026-01-25",38,38102,40105,35044,1947,6606,0,22364,0,8,4099,1136,705,472,-451,-498,386,340,722,893,-446
"2026-01-25",39,37208,39246,34279,1896,6606,0,22364,0,10,4116,1133,618,320,-451,-529,163,506,671,887,-448
"2026-01-25",40,36296,38349,33491,1844,6606,0,22364,0,12,4192,1133,611,315,-451,-521,155,521,673,880,-469
"2026-01-25",41,35261,37160,32583,1783,6606,0,22364,0,12,4261,1131,567,188,-451,-399,130,452,835,630,-437
"2026-01-25",42,34108,35747,31472,1722,6606,0,22364,0,13,3919,1129,559,183,-412,-248,129,419,837,608,-366
"2026-01-25",43,32867,34306,30342,1655,6606,0,22364,0,10,3942,639,382,285,-408,-96,60,125,548,444,-325
"2026-01-25",44,31251,32344,28865,1588,6606,0,22364,0,12,3933,571,369,283,-264,-1,58,83,529,435,-216
"2026-01-25",45,29763,30650,27510,1519,6606,0,22364,0,12,4099,621,333,-97,-113,0,2,5,554,541,-65
"2026-01-25",46,28494,29215,26374,1449,6606,0,22364,0,12,4190,628,338,-104,-5,0,0,26,555,543,68
"2026-01-25",47,27501,28522,25394,1377,6606,0,22364,0,11,3965,1061,613,-341,-55,0,-14,400,524,321,84
"2026-01-25",48,26694,27772,24596,1304,6606,0,22368,0,21,4077,1120,633,-362,-16,0,-15,459,526,304,-64
"2026-01-26",1,26989,28251,24905,1297,6606,0,22368,0,256,4071,1198,704,-213,-60,0,-90,617,668,493,-43
"2026-01-26",2,27598,28767,25506,1290,6606,0,22368,0,276,4113,1208,708,-200,38,0,-93,630,678,509,68
"2026-01-26",3,27299,28393,25227,1312,6606,0,22368,0,279,4063,1273,698,-106,33,0,-109,543,706,610,189
"2026-01-26",4,26605,27702,24602,1334,6606,0,22368,0,283,4086,1283,699,-104,0,0,-110,526,708,614,200
"2026-01-26",5,26256,27723,24296,1297,6606,0,22368,0,535,4192,1452,770,-104,0,0,-228,455,718,508,198
"2026-01-26",6,25776,27253,23870,1260,6606,0,22368,0,541,4142,1475,772,-104,26,0,-232,416,719,506,200
"2026-01-26",7,25650,26901,23803,1265,6606,0,22368,0,539,4362,1428,665,95,27,0,-112,42,659,738,200
"2026-01-26",8,25203,26468,23346,1269,6606,0,22368,0,538,4243,1420,655,102,159,0,-108,-19,654,749,200
"2026-01-26",9,24682,26521,22856,1241,6606,0,22368,0,537,4360,1079,553,-166,200,44,-342,-194,609,532,200
"2026-01-26",10,24696,26628,22745,1213,6606,0,22368,0,542,4430,1025,530,-192,200,177,-352,-246,592,525,200
"2026-01-26",11,24959,27974,22985,1219,6606,0,22368,0,106,4285,80,-63,-905,200,203,-715,-626,100,907,200
"2026-01-26",12,26101,29145,24043,1225,6606,0,22368,0,19,4254,-48,-106,-837,200,202,-730,-704,57,930,200
"2026-01-26",13,28687,32948,26460,1262,6606,0,22368,0,20,4270,-1026,-218,474,200,202,-985,-1094,-318,699,200
"2026-01-26",14,31332,35836,28878,1298,6606,0,22368,0,23,4256,-1166,-232,547,200,203,-985,-1156,-342,681,200
"2026-01-26",15,33861,38168,31154,1342,6606,0,22368,0,17,4123,-1193,-424,682,200,202,-355,-1330,-388,619,200
"2026-01-26",16,35751,40003,32945,1385,6606,0,22368,0,10,4269,-1194,-426,679,200,203,-319,-1321,-382,622,200
"2026-01-26",17,37429,39664,34423,1404,6606,6,22368,0,13,4000,-348,-39,447,200,203,-246,-929,-60,929,200
"2026-01-26",18,38528,40502,35438,1423,6606,90,22368,0,12,4219,-228,2,429,200,202,-245,-865,-24,950,200
"2026-01-26",19,40045,42284,36927,1481,6606,286,22368,0,13,4092,648,506,-336,200,203,-624,-666,512,944,200
"2026-01-26",20,40544,42820,37398,1538,6606,512,22368,0,12,3858,793,544,-379,200,202,-640,-645,549,936,201
"2026-01-26",21,39904,43098,36778,1696,6606,853,22368,0,15,3817,1199,674,-887,200,203,-993,-699,641,676,200
"2026-01-26",22,39596,42855,36556,1853,6606,1078,22368,0,14,4020,1253,688,-911,200,203,-1007,-727,655,656,200
"2026-01-26",23,39510,42734,36625,2010,6606,1252,22368,0,18,4184,1329,845,-597,200,161,-1021,-988,934,576,200
"2026-01-26",24,39407,42677,36502,2167,6606,1422,22368,0,15,4276,1339,857,-585,200,24,-1021,-1049,953,580,200
"2026-01-26",25,40157,44189,37141,2290,6606,1398,22368,0,9,4190,1491,905,-996,199,0,-1021,-1406,997,967,200
"2026-01-26",26,39899,44001,36893,2412,6606,1440,22368,0,13,4328,1512,910,-1016,115,0,-1022,-1451,999,990,167
"2026-01-26",27,39967,44129,37077,2475,6606,1463,22368,0,13,4231,1512,940,-1077,5,0,-1021,-1451,980,831,34
"2026-01-26",28,39660,43963,36752,2538,6606,1235,22368,0,19,3939,1511,941,-1080,-55,0,-1021,-1452,979,801,-67
"2026-01-26",29,39303,43741,36528,2653,6606,903,22368,0,19,4128,1429,905,-1066,-28,0,-1022,-1452,972,121,-218
"2026-01-26",30,39112,43784,36321,2767,6606,607,22368,0,12,4030,1417,904,-1065,-148,0,-1022,-1453,972,56,-367
"2026-01-26",31,39024,44632,36264,2771,6606,365,22368,0,54,4161,1471,933,-1064,-268,-66,-1021,-1452,972,-587,-496
"2026-01-26",32,39588,45432,36795,2774,6606,144,22368,0,6,4372,1478,932,-1062,-346,-216,-1021,-1453,967,-626,-514
"2026-01-26",33,40400,46211,37493,2795,6606,12,22368,0,5,4464,1373,829,-1061,-448,-367,-911,-1453,799,-452,-514
"2026-01-26",34,41475,47390,38408,2815,6606,0,22368,0,2,4624,1358,808,-1061,-451,-505,-899,-1453,773,-430,-514
"2026-01-26",35,41981,46866,38788,2865,6606,0,22368,0,3,4794,802,317,-970,-451,-531,-284,-1453,231,-79,-514
"2026-01-26",36,41820,46657,38773,2915,6606,0,22368,0,0,5173,727,280,-967,-451,-531,-253,-1453,201,-68,-514
"2026-01-26",37,41386,46705,38406,3039,6606,0,22368,0,3,5357,716,198,-1058,-451,-531,-181,-1453,364,-528,-514
"2026-01-26",38,40834,46208,37810,3162,6606,0,22368,0,2,5242,716,199,-1060,-451,-531,-195,-1453,382,-568,-514
"2026-01-26",39,39811,46253,36968,3344,6606,0,22368,0,3,5061,1040,429,-1041,-451,-531,-975,-1451,662,-876,-514
"2026-01-26",40,39087,45603,36344,3526,6606,0,22368,0,5,4771,1085,455,-1040,-451,-531,-1022,-1451,685,-902,-514
"2026-01-26",41,37907,44449,35300,3665,6606,0,22368,0,14,4700,1369,830,-1059,-451,-531,-841,-1453,864,-1079,-514
"2026-01-26",42,35665,42159,33226,3804,6606,0,22368,0,12,5048,1407,850,-1061,-451,-531,-834,-1421,874,-1080,-504
"2026-01-26",43,34399,39839,32151,3871,6606,0,22368,0,12,5256,1256,636,-1008,-433,-511,-861,-1027,824,-604,-384
"2026-01-26",44,31984,36938,29818,3938,6606,0,22368,0,12,5292,1235,621,-1006,-307,-377,-862,-980,816,-577,-233
"2026-01-26",45,29792,34355,27817,4049,6606,0,22368,0,12,5446,1129,601,-888,-210,-225,-719,-996,647,-783,-130
"2026-01-26",46,27762,32069,25901,4160,6606,0,22368,0,96,5366,1116,610,-883,-63,-73,-715,-993,646,-804,-80
"2026-01-26",47,26158,31434,24304,4286,6606,0,22368,0,372,5334,1461,967,-1067,-66,-50,-1010,-924,977,-1073,-114
"2026-01-26",48,25205,30689,23428,4411,6606,0,22372,0,657,5401,1509,992,-1074,-33,-9,-1022,-918,998,-1089,-82
"2026-01-27",1,25563,30878,23801,4533,6606,0,22372,0,985,5563,1509,992,-941,115,0,-848,-944,998,-997,0
"2026-01-27",2,26091,31417,24398,4654,6606,0,22372,0,981,5608,1509,992,-937,195,57,-842,-978,998,-988,67
"2026-01-27",3,25349,31290,23755,4783,6606,0,22372,0,1201,5818,1509,992,-1020,195,11,-845,-1373,998,-902,189
"2026-01-27",4,24950,30943,23437,4912,6606,0,22372,0,1199,5940,1509,992,-1024,195,0,-845,-1425,998,-900,200
"2026-01-27",5,24313,30444,22929,5035,6606,0,22372,0,1108,6138,1509,992,-1037,195,0,-856,-1449,997,-1081,200
"2026-01-27",6,23714,29941,22363,5158,6606,0,22372,0,1188,6081,1509,992,-1038,195,0,-856,-1452,997,-1093,200
"2026-01-27",7,23123,29543,21839,5263,6606,0,22372,0,1183,6164,1509,992,-1076,195,0,-1016,-1452,998,-1093,200
"2026-01-27",8,22896,29049,21692,5367,6606,0,22372,0,909,6076,1509,992,-1077,195,0,-1021,-1453,998,-1093,200
"2026-01-27",9,22738,29064,21560,5449,6606,0,22372,0,1083,5985,1509,992,-1077,195,0,-1022,-1453,998,-1091,200
"2026-01-27",10,22984,29398,21733,5531,6606,0,22372,0,1172,5736,1509,990,-1077,195,0,-1022,-1453,994,-1090,200
"2026-01-27",11,23274,29677,22039,5578,6606,0,22372,0,1161,5732,1509,901,-1077,195,0,-1022,-1453,858,-1090,200
"2026-01-27",12,23831,30056,22535,5624,6606,0,22372,0,983,5682,1509,889,-1077,195,0,-1022,-1453,853,-1090,200
"2026-01-27",13,26235,31679,24790,5631,6606,0,22372,0,279,5619,1506,661,-1003,195,0,-1022,-1453,942,-1087,200
"2026-01-27",14,29016,34409,27338,5638,6606,0,22372,0,235,5622,1504,650,-999,197,54,-1022,-1453,949,-1084,200
"2026-01-27",15,32332,37345,30304,5617,6606,0,22372,0,28,5571,1150,790,-915,151,4,-1022,-1453,981,-995,169
"2026-01-27",16,33949,38923,31712,5596,6606,0,22372,0,6,5815,1099,803,-908,21,0,-1022,-1453,983,-985,35
"2026-01-27",17,35451,39739,33050,5571,6606,0,22372,0,10,5608,1370,953,-437,0,0,-883,-1453,997,-837,-68
"2026-01-27",18,35951,40322,33614,5545,6606,47,22372,0,13,5548,1408,964,-413,0,0,-878,-1453,998,-820,-194
"2026-01-27",19,37380,41102,35090,5630,6606,186,22372,0,9,5993,1407,990,-152,0,0,-637,-1453,998,-553,-318
"2026-01-27",20,37912,41623,35577,5714,6606,342,22372,0,10,5947,1408,992,-133,0,0,-626,-1445,998,-522,-375
"2026-01-27",21,38049,40825,35603,5712,6606,692,22372,0,25,5647,1495,992,139,0,0,-266,-1352,999,-36,-497
"2026-01-27",22,38072,40795,35519,5709,6606,1075,22372,0,40,5624,1507,991,155,0,0,-252,-1334,998,0,-497
"2026-01-27",23,38417,40999,35769,5676,6606,1316,22372,0,39,4933,1418,944,637,-18,0,-213,-1252,999,96,-460
"2026-01-27",24,37967,40546,35262,5643,6606,1343,22372,0,55,4816,1406,937,661,0,0,-212,-1210,999,107,-502
"2026-01-27",25,38243,40272,35464,5599,6606,1428,22372,0,30,4830,1186,784,923,0,0,-42,-820,999,187,-537
"2026-01-27",26,38272,40214,35520,5554,6606,1428,22372,0,5,4984,1156,774,933,0,0,-35,-789,996,184,-513
"2026-01-27",27,38235,40487,35436,5471,6606,1419,22372,0,5,4960,1166,772,1022,0,0,337,-1007,896,-138,-502
"2026-01-27",28,37556,39806,34750,5388,6606,1395,22372,0,14,4968,1167,772,1026,0,0,339,-1061,888,-156,-419
"2026-01-27",29,37398,40123,34588,5293,6606,1628,22372,0,8,4974,1186,770,1017,0,0,-371,-1399,829,-8,-339
"2026-01-27",30,36906,39690,34139,5197,6606,1560,22372,0,17,5127,1188,767,1017,0,0,-411,-1442,827,5,-314
"2026-01-27",31,36702,39905,33903,5113,6606,1335,22372,0,6,5135,1060,651,976,0,0,-725,-1451,878,190,-421
"2026-01-27",32,37485,40560,34695,5028,6606,802,22372,0,5,5283,1043,651,970,0,0,-737,-1446,884,203,-287
"2026-01-27",33,38453,41451,35598,5013,6606,265,22372,0,5,5302,1426,944,392,0,0,-862,-1364,991,237,-167
"2026-01-27",34,39600,42627,36734,4998,6606,3,22372,0,5,5602,1477,948,365,0,0,-864,-1323,986,249,-235
"2026-01-27",35,40787,42909,37846,4961,6606,0,22372,0,8,5579,1305,390,831,0,0,-435,-930,539,588,-149
